COUNTY,HD_CODE,HD_NAME,CD_CODE,CD_NAME,PARTY,SYSDATE,COUNT(V.ID)
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,08/01/2017,43
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,08/01/2017,208
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,08/01/2017,22
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,08/01/2017,62
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,11/01/2016,14
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,04/01/2017,200
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,01/01/2017,84
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,06/01/2017,201
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,05/01/2017,155
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,03/01/2017,203
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,09/01/2017,62
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,02/01/2017,7070
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,01/01/2017,66
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,11/01/2016,5258
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,09/01/2017,6658
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,05/01/2017,1039
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,06/01/2017,175
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,04/01/2017,6907
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,10/01/2017,44
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,10/01/2017,9140
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,12/01/2016,22
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,03/01/2017,6901
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,06/01/2017,7019
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,06/01/2017,61
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,11/01/2016,6936
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,09/01/2017,6840
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,06/01/2017,1025
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,02/01/2017,22
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,05/01/2017,64
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,07/01/2017,1026
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,02/01/2017,47
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,10/01/2017,99
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,05/01/2017,5193
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,12/01/2016,60
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,07/01/2017,208
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,01/01/2017,7096
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,01/01/2017,22
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,10/01/2017,45
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,11/01/2016,56
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,03/01/2017,9041
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,05/01/2017,61
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,02/01/2017,149
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,01/01/2017,51
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,05/01/2017,1138
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,04/01/2017,85
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,09/01/2017,7023
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,10/01/2017,64
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,11/01/2016,150
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,05/01/2017,48
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,12/01/2016,1141
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,05/01/2017,6172
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,04/01/2017,5205
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,03/01/2017,16
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,02/01/2017,16
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,05/01/2017,174
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,03/01/2017,67
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,02/01/2017,41
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,10/01/2017,24
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,01/01/2017,48
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,09/01/2017,1042
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,10/01/2017,67
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,09/01/2017,157
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,04/01/2017,207
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,10/01/2017,174
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,12/01/2016,168
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,12/01/2016,5776
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,04/01/2017,1140
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,11/01/2016,7148
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,07/01/2017,63
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,12/01/2016,7085
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,03/01/2017,7072
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,11/01/2016,48
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,07/01/2017,1142
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,03/01/2017,48
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,06/01/2017,44
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,02/01/2017,85
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,06/01/2017,20
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,06/01/2017,6182
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,07/01/2017,5133
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,10/01/2017,1202
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,06/01/2017,22
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,01/01/2017,170
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,06/01/2017,5177
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,07/01/2017,19
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,04/01/2017,6095
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,02/01/2017,65
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,06/01/2017,6873
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Americans Elect,01/01/2017,1
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,11/01/2016,5736
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,09/01/2017,46
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,09/01/2017,176
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,06/01/2017,47
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,12/01/2016,9089
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,01/01/2017,210
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,11/01/2016,65
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,05/01/2017,44
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,09/01/2017,204
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,03/01/2017,42
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,02/01/2017,50
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,07/01/2017,6290
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,03/01/2017,5985
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,09/01/2017,52
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,01/01/2017,151
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,03/01/2017,1133
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,10/01/2017,54
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,05/01/2017,6170
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Americans Elect,12/01/2016,1
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,05/01/2017,211
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,12/01/2016,49
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,02/01/2017,5888
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,09/01/2017,9043
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,01/01/2017,60
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,06/01/2017,156
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,10/01/2017,7038
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,04/01/2017,43
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,05/01/2017,88
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,07/01/2017,45
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,11/01/2016,9095
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,02/01/2017,6906
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,03/01/2017,86
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,09/01/2017,62
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,02/01/2017,205
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,09/01/2017,44
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,12/01/2016,6905
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,11/01/2016,204
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,11/01/2016,1034
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,03/01/2017,140
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,09/01/2017,23
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,07/01/2017,202
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,01/01/2017,1141
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,12/01/2016,16
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,09/01/2017,5186
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,06/01/2017,62
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,07/01/2017,44
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,11/01/2016,55
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,02/01/2017,1148
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,04/01/2017,6115
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,09/01/2017,1172
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,01/01/2017,9079
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,09/01/2017,6569
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,07/01/2017,155
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,06/01/2017,9035
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,06/01/2017,1140
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,10/01/2017,5249
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,03/01/2017,173
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,05/01/2017,18
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,11/01/2016,215
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,12/01/2016,83
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,06/01/2017,6274
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,04/01/2017,9085
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,02/01/2017,1031
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,12/01/2016,5716
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,03/01/2017,1033
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,09/01/2017,20
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,04/01/2017,7080
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,12/01/2016,153
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,03/01/2017,21
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,05/01/2017,6903
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,01/01/2017,5823
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,07/01/2017,6862
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,03/01/2017,48
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,06/01/2017,203
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,11/01/2016,21
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,04/01/2017,67
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,07/01/2017,7012
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,05/01/2017,47
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,01/01/2017,6915
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,07/01/2017,174
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,10/01/2017,6647
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,11/01/2016,5715
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,04/01/2017,48
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,05/01/2017,9065
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,09/01/2017,205
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,07/01/2017,8964
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,01/01/2017,40
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,02/01/2017,210
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,04/01/2017,1040
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,05/01/2017,202
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,10/01/2017,1049
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,03/01/2017,5171
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,10/01/2017,20
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,07/01/2017,22
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,04/01/2017,61
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,10/01/2017,206
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,01/01/2017,5856
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,01/01/2017,16
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,01/01/2017,203
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,07/01/2017,64
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,11/01/2016,169
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,06/01/2017,48
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,03/01/2017,5966
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,12/01/2016,52
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,02/01/2017,61
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,04/01/2017,20
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,02/01/2017,5921
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,07/01/2017,50
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,07/01/2017,6298
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,11/01/2016,1148
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,07/01/2017,95
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,04/01/2017,49
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,10/01/2017,6828
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,12/01/2016,65
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,10/01/2017,6852
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,12/01/2016,5255
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,12/01/2016,201
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,11/01/2016,43
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,10/01/2017,158
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,01/01/2017,1025
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,11/01/2016,83
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,05/01/2017,20
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,12/01/2016,212
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,02/01/2017,171
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,04/01/2017,174
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,04/01/2017,149
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,05/04/2018,220
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,05/04/2018,6816
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,06/01/2017,90
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,04/01/2017,18
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,03/01/2017,61
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,12/01/2016,41
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,03/01/2017,207
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,02/01/2017,9099
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,09/01/2017,98
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,02/01/2017,5229
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,05/01/2017,7071
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,12/01/2016,1024
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,10/01/2017,213
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,01/01/2017,5239
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,11/14/2017,45
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,11/14/2017,213
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,11/14/2017,19
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,11/14/2017,6845
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,11/14/2017,177
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,11/14/2017,1051
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,11/14/2017,46
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,11/14/2017,63
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,11/14/2017,1189
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,11/14/2017,204
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,11/14/2017,9119
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,11/14/2017,98
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,11/14/2017,24
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,11/14/2017,6847
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,11/14/2017,7052
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,11/14/2017,65
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,11/14/2017,5237
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,11/14/2017,6753
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,11/14/2017,159
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,11/14/2017,53
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,11/03/2017,7051
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,11/03/2017,19
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Progressive,11/03/2017,24
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,11/03/2017,159
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,11/03/2017,6735
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,11/03/2017,45
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,11/03/2017,97
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Pacific Green,11/03/2017,53
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Other,11/03/2017,204
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Republican,11/03/2017,9128
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,11/03/2017,45
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,11/03/2017,1048
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Other,11/03/2017,215
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Independent Party,11/03/2017,1196
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Constitution,11/03/2017,65
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Nonaffiliated,11/03/2017,6854
DOUGLAS,SR07,House District 07,4th Cong,US Congressional District 4,Democrat,11/03/2017,5243
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Republican,11/03/2017,6848
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Working Families Party of Oregon,11/03/2017,63
LANE,SR07,House District 07,4th Cong,US Congressional District 4,Libertarian,11/03/2017,175
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Republican,03/11/2019,9073
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Progressive,03/11/2019,56
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Pacific Green,03/11/2019,309
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Other,03/11/2019,370
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Constitution,03/11/2019,58
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Democrat,03/11/2019,23983
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Working Families Party of Oregon,03/11/2019,126
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Libertarian,03/11/2019,328
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Independent Party,03/11/2019,1951
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Nonaffiliated,03/11/2019,13022
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Republican,02/08/2019,9101
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Progressive,02/08/2019,59
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Pacific Green,02/08/2019,310
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Other,02/08/2019,372
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Constitution,02/08/2019,58
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Democrat,02/08/2019,24004
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Working Families Party of Oregon,02/08/2019,126
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Libertarian,02/08/2019,331
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Independent Party,02/08/2019,1946
LANE,SR08,House District 08,4th Cong,"US Representative, 4th District",Nonaffiliated,02/08/2019,12875
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Nonaffiliated,01/10/2019,12804
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Independent Party,01/10/2019,1942
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Pacific Green,01/10/2019,309
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Progressive,01/10/2019,58
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Working Families Party of Oregon,01/10/2019,128
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Constitution,01/10/2019,56
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Republican,01/10/2019,9113
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Libertarian,01/10/2019,329
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Other,01/10/2019,375
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Democrat,01/10/2019,24057
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Nonaffiliated,12/07/2018,12697
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Independent Party,12/07/2018,1945
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Pacific Green,12/07/2018,312
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Progressive,12/07/2018,59
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Working Families Party of Oregon,12/07/2018,132
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Constitution,12/07/2018,54
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Republican,12/07/2018,9172
LANE,SR08,House District 08,4th Cong,US Congressional District 4,Libertarian,12/07/2018,334
